"Name","URI","Region GSS code","Period","Sales volume","Reporting period","Average price All property types","Average price Detached houses","Average price Semi-detached houses","Average price Terraced houses","Average price Flats and maisonettes","Pivotable date"
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2014-09,137,monthly,152530,208231,133378,116148,84248,2014-09-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2014-10,168,monthly,153248,209265,134014,116570,84784,2014-10-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2014-11,135,monthly,153908,210112,134751,116901,85366,2014-11-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2014-12,139,monthly,157367,214977,137844,119299,87354,2014-12-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2015-01,107,monthly,157953,215909,138373,119592,87692,2015-01-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2015-02,150,monthly,157841,216010,138038,119458,87632,2015-02-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2015-03,143,monthly,157726,216119,137897,119141,87578,2015-03-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2015-04,145,monthly,159445,218715,139295,120385,88262,2015-04-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2015-05,143,monthly,155257,212888,135804,117199,85835,2015-05-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2015-06,148,monthly,151428,207455,132573,114515,83354,2015-06-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2015-07,174,monthly,147895,202487,129591,111889,81366,2015-07-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2015-08,172,monthly,153875,210941,134758,116295,84417,2015-08-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2015-09,169,monthly,157578,216605,137680,118777,86492,2015-09-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2015-10,193,monthly,156826,215685,137106,118091,85894,2015-10-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2015-11,155,monthly,154512,212612,135110,116229,84600,2015-11-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2015-12,180,monthly,154634,212791,135342,116361,84212,2015-12-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2016-01,104,monthly,157399,216622,137882,118331,85673,2016-01-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2016-02,125,monthly,160972,221541,141084,121027,87405,2016-02-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2016-03,239,monthly,162434,223445,142345,122032,88828,2016-03-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2016-04,117,monthly,160623,220995,140499,120917,87649,2016-04-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2016-05,110,monthly,157577,216066,137931,119101,86462,2016-05-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2016-06,130,monthly,153350,210231,134153,116151,83740,2016-06-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2016-07,152,monthly,154152,211143,134871,116808,84522,2016-07-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2016-08,161,monthly,154161,211524,134767,116589,84402,2016-08-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2016-09,152,monthly,155848,213882,136438,117655,85330,2016-09-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2016-10,158,monthly,158276,217603,138626,118985,86861,2016-10-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2016-11,167,monthly,160412,221270,140431,119935,88043,2016-11-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2016-12,186,monthly,161088,222250,140905,120391,88709,2016-12-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2017-01,124,monthly,163386,225588,142931,121992,89799,2017-01-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2017-02,130,monthly,162330,223793,141832,121455,89820,2017-02-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2017-03,169,monthly,162628,224511,142013,121404,90016,2017-03-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2017-04,144,monthly,159955,220741,139410,119569,88892,2017-04-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2017-05,166,monthly,163639,225541,142960,122328,91060,2017-05-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2017-06,169,monthly,165121,227144,144195,123813,92229,2017-06-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2017-07,150,monthly,163156,224276,142695,122279,91342,2017-07-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2017-08,185,monthly,161119,221690,140730,120799,89799,2017-08-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2017-09,168,monthly,161442,222422,141170,120773,89551,2017-09-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2017-10,193,monthly,165988,228860,145239,124118,91496,2017-10-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2017-11,173,monthly,166052,228914,145524,124055,91470,2017-11-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2017-12,198,monthly,165587,228256,145166,123697,91187,2017-12-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2018-01,156,monthly,163523,225343,143555,122059,90121,2018-01-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2018-02,138,monthly,164131,226369,144061,122575,89932,2018-02-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2018-03,149,monthly,163759,225746,144001,122390,89381,2018-03-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2018-04,142,monthly,166002,228870,145938,124348,90064,2018-04-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2018-05,150,monthly,165379,228157,145335,123935,89393,2018-05-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2018-06,159,monthly,166216,229193,146102,124594,89996,2018-06-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2018-07,190,monthly,165870,229000,145610,124232,89692,2018-07-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2018-08,209,monthly,167595,231205,147330,125535,90655,2018-08-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2018-09,182,monthly,168984,233506,148535,126381,90957,2018-09-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2018-10,231,monthly,167078,230776,147111,124760,90098,2018-10-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2018-11,225,monthly,167896,232258,147729,125188,90282,2018-11-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2018-12,203,monthly,172073,237864,151357,128384,92826,2018-12-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2019-01,128,monthly,174506,241456,153413,130102,93965,2019-01-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2019-02,173,monthly,171900,237874,151181,128015,92689,2019-02-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2019-03,136,monthly,166550,230621,146600,123931,89439,2019-03-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2019-04,159,monthly,169867,235035,149622,126643,90821,2019-04-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2019-05,145,monthly,173007,238834,152582,129457,92387,2019-05-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2019-06,141,monthly,174787,241010,154121,131040,93609,2019-06-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2019-07,199,monthly,174356,239998,153848,130937,93830,2019-07-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2019-08,153,monthly,177639,244830,156470,133418,95234,2019-08-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2019-09,168,monthly,182502,251628,160552,137201,97666,2019-09-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2019-10,190,monthly,182208,251204,160538,136832,97373,2019-10-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2019-11,181,monthly,180469,248761,159336,135267,96494,2019-11-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2019-12,207,monthly,181071,249545,160159,135605,96538,2019-12-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2020-01,134,monthly,178182,245736,157568,133404,94630,2020-01-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2020-02,140,monthly,180650,249365,159540,135294,95771,2020-02-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2020-03,135,monthly,180105,248789,158959,134857,95326,2020-03-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2020-04,70,monthly,182024,251526,160575,136469,95766,2020-04-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2020-05,75,monthly,176596,243725,156090,132399,92973,2020-05-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2020-06,97,monthly,170694,235429,151074,128013,89658,2020-06-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2020-07,117,monthly,174418,240667,154254,130655,92076,2020-07-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2020-08,116,monthly,179483,247889,158673,134508,94077,2020-08-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2020-09,115,monthly,189452,262107,167248,141949,98735,2020-09-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2020-10,158,monthly,189485,262777,166934,141944,97978,2020-10-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2020-11,166,monthly,192571,267458,169185,144253,99671,2020-11-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2020-12,219,monthly,194816,270680,170851,146142,100706,2020-12-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2021-01,169,monthly,197900,273871,173678,148909,103693,2021-01-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2021-02,205,monthly,196201,270597,172322,148025,103878,2021-02-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2021-03,285,monthly,193559,265754,170170,146470,104133,2021-03-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2021-04,199,monthly,189302,259722,166413,143465,101819,2021-04-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2021-05,189,monthly,190793,261589,167730,144772,102616,2021-05-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2021-06,301,monthly,195004,267121,171102,148497,104940,2021-06-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2021-07,194,monthly,203938,278820,179460,155469,109557,2021-07-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2021-08,221,monthly,207227,283950,182312,157643,110659,2021-08-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2021-09,199,monthly,207973,285167,183291,157897,110611,2021-09-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2021-10,179,monthly,210048,290337,184108,158282,111063,2021-10-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2021-11,225,monthly,215110,297817,188494,161727,113552,2021-11-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2021-12,212,monthly,217382,302260,189911,162884,114129,2021-12-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2022-01,135,monthly,221780,307707,194193,166568,116166,2022-01-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2022-02,168,monthly,222257,307883,194735,167114,116886,2022-02-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2022-03,179,monthly,221271,306434,194352,166143,116036,2022-03-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2022-04,166,monthly,224238,310165,196820,168822,117595,2022-04-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2022-05,150,monthly,230401,318688,202208,173710,120203,2022-05-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2022-06,151,monthly,235901,325462,207093,178453,123430,2022-06-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2022-07,199,monthly,234256,322652,206024,177530,122319,2022-07-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2022-08,185,monthly,237762,327565,208916,180479,123550,2022-08-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2022-09,178,monthly,242073,334067,212554,183647,124967,2022-09-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2022-10,196,monthly,242216,335016,212493,183302,124760,2022-10-01
Pembrokeshire,http://landregistry.data.gov.uk/id/region/pembrokeshire,W06000009,2022-11,162,monthly,235000,325324,206137,177592,121045,2022-11-01
