"Name","URI","Region GSS code","Period","Sales volume","Reporting period","Average price All property types","Average price Detached houses","Average price Semi-detached houses","Average price Terraced houses","Average price Flats and maisonettes","Pivotable date"
Waverley,http://landregistry.data.gov.uk/id/region/waverley,E07000216,2019-10,172,monthly,451043,742848,448537,348616,246348,2019-10-01
Waverley,http://landregistry.data.gov.uk/id/region/waverley,E07000216,2019-11,186,monthly,448240,738877,446398,345498,244557,2019-11-01
Waverley,http://landregistry.data.gov.uk/id/region/waverley,E07000216,2019-12,164,monthly,444166,732406,443151,342257,241677,2019-12-01
Waverley,http://landregistry.data.gov.uk/id/region/waverley,E07000216,2020-01,143,monthly,443248,730914,442365,342113,240732,2020-01-01
Waverley,http://landregistry.data.gov.uk/id/region/waverley,E07000216,2020-02,130,monthly,439570,724638,438133,340128,238773,2020-02-01
Waverley,http://landregistry.data.gov.uk/id/region/waverley,E07000216,2020-03,148,monthly,447804,738686,446255,346187,243331,2020-03-01
Waverley,http://landregistry.data.gov.uk/id/region/waverley,E07000216,2020-04,71,monthly,465050,771658,462521,359250,250621,2020-04-01
Waverley,http://landregistry.data.gov.uk/id/region/waverley,E07000216,2020-05,80,monthly,478616,794243,476724,368804,257875,2020-05-01
Waverley,http://landregistry.data.gov.uk/id/region/waverley,E07000216,2020-06,123,monthly,473425,784176,472146,365905,254790,2020-06-01
Waverley,http://landregistry.data.gov.uk/id/region/waverley,E07000216,2020-07,149,monthly,460113,758380,459390,356071,249403,2020-07-01
Waverley,http://landregistry.data.gov.uk/id/region/waverley,E07000216,2020-08,185,monthly,466642,770323,466142,362126,251239,2020-08-01
Waverley,http://landregistry.data.gov.uk/id/region/waverley,E07000216,2020-09,172,monthly,474824,787093,473933,367783,254208,2020-09-01
Waverley,http://landregistry.data.gov.uk/id/region/waverley,E07000216,2020-10,219,monthly,478508,794805,477228,371055,255135,2020-10-01
Waverley,http://landregistry.data.gov.uk/id/region/waverley,E07000216,2020-11,218,monthly,466852,775278,464547,362591,249591,2020-11-01
Waverley,http://landregistry.data.gov.uk/id/region/waverley,E07000216,2020-12,236,monthly,465718,772893,463114,362424,249115,2020-12-01
Waverley,http://landregistry.data.gov.uk/id/region/waverley,E07000216,2021-01,219,monthly,466093,770062,463746,363069,251236,2021-01-01
Waverley,http://landregistry.data.gov.uk/id/region/waverley,E07000216,2021-02,260,monthly,467334,767486,465516,364948,254132,2021-02-01
Waverley,http://landregistry.data.gov.uk/id/region/waverley,E07000216,2021-03,386,monthly,464032,757302,462587,363193,255043,2021-03-01
Waverley,http://landregistry.data.gov.uk/id/region/waverley,E07000216,2021-04,212,monthly,461190,752847,459815,360933,253289,2021-04-01
Waverley,http://landregistry.data.gov.uk/id/region/waverley,E07000216,2021-05,160,monthly,465383,761185,463903,363700,254719,2021-05-01
Waverley,http://landregistry.data.gov.uk/id/region/waverley,E07000216,2021-06,543,monthly,472753,772763,470557,371034,258655,2021-06-01
Waverley,http://landregistry.data.gov.uk/id/region/waverley,E07000216,2021-07,78,monthly,478046,784807,475759,373199,260104,2021-07-01
Waverley,http://landregistry.data.gov.uk/id/region/waverley,E07000216,2021-08,168,monthly,487222,804162,484826,378590,262720,2021-08-01
Waverley,http://landregistry.data.gov.uk/id/region/waverley,E07000216,2021-09,327,monthly,494012,818756,492131,381861,264312,2021-09-01
Waverley,http://landregistry.data.gov.uk/id/region/waverley,E07000216,2021-10,133,monthly,501048,833505,498464,386706,266478,2021-10-01
Waverley,http://landregistry.data.gov.uk/id/region/waverley,E07000216,2021-11,174,monthly,502719,837082,500169,387642,266910,2021-11-01
Waverley,http://landregistry.data.gov.uk/id/region/waverley,E07000216,2021-12,197,monthly,503590,841313,500904,387315,265802,2021-12-01
Waverley,http://landregistry.data.gov.uk/id/region/waverley,E07000216,2022-01,169,monthly,504700,841193,503399,389311,265976,2022-01-01
Waverley,http://landregistry.data.gov.uk/id/region/waverley,E07000216,2022-02,173,monthly,503328,837598,502446,388757,265702,2022-02-01
Waverley,http://landregistry.data.gov.uk/id/region/waverley,E07000216,2022-03,206,monthly,500754,833951,500589,386175,263600,2022-03-01
Waverley,http://landregistry.data.gov.uk/id/region/waverley,E07000216,2022-04,174,monthly,505442,840881,504734,391288,266193,2022-04-01
Waverley,http://landregistry.data.gov.uk/id/region/waverley,E07000216,2022-05,190,monthly,510304,848604,510135,396121,267685,2022-05-01
Waverley,http://landregistry.data.gov.uk/id/region/waverley,E07000216,2022-06,216,monthly,519425,862143,519030,404350,273279,2022-06-01
Waverley,http://landregistry.data.gov.uk/id/region/waverley,E07000216,2022-07,186,monthly,530017,879775,530807,412595,277650,2022-07-01
Waverley,http://landregistry.data.gov.uk/id/region/waverley,E07000216,2022-08,224,monthly,541962,899123,543161,422942,283129,2022-08-01
Waverley,http://landregistry.data.gov.uk/id/region/waverley,E07000216,2022-09,222,monthly,551595,916537,553503,430576,286052,2022-09-01
Waverley,http://landregistry.data.gov.uk/id/region/waverley,E07000216,2022-10,212,monthly,546636,908458,548115,426856,283603,2022-10-01
Waverley,http://landregistry.data.gov.uk/id/region/waverley,E07000216,2022-11,195,monthly,543669,905009,544862,423698,281636,2022-11-01
